,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Month,Dep_Time_day,Duration_in_minutes,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Arrival_Time_day
5663,SpiceJet,Kolkata,Banglore,CCU → KNU → BLR,1,No info,8479,5,6,435,11,35,18,50,20
5664,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,9397,5,12,1555,7,10,9,5,13
5665,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,3,1655,9,0,12,35,4
5666,IndiGo,Delhi,Cochin,DEL → COK,0,No info,4729,4,3,195,5,35,8,50,20
5667,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,1,1530,17,30,19,0,2
5668,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,5,15,155,17,15,19,50,20
5669,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,6,3,165,20,25,23,10,20
5670,Air India,Mumbai,Hyderabad,BOM → HYD,0,No info,2050,4,1,80,21,5,22,25,20
5674,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,4,9,175,18,25,21,20,20
5675,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,14323,5,9,375,13,0,19,15,20
5676,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,15129,5,9,1390,13,25,12,35,10
5677,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6758,5,18,860,6,40,21,0,20
5679,Air India,Banglore,New Delhi,BLR → BOM → NAG → DEL,2,No info,12358,3,3,1670,6,45,10,35,7
5681,Air India,Kolkata,Banglore,CCU → BLR,0,No info,4960,3,9,150,14,15,16,45,20
5682,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,8656,3,27,1595,16,40,19,15,28
5683,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,14871,3,6,710,9,10,21,0,20
5685,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,4784,3,6,85,21,20,22,45,20
5686,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,6,1,170,20,0,22,50,20
5687,Vistara,Chennai,Kolkata,MAA → CCU,0,No info,3687,5,3,135,7,5,9,20,20
5689,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,4,15,180,7,10,10,10,20
5691,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,2,No info,11071,3,21,1490,6,50,7,40,22
5692,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6979,5,15,965,4,55,21,0,20
5693,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3850,5,15,140,7,55,10,15,20
5694,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13044,6,12,800,20,0,9,20,13
5695,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,18,450,20,55,4,25,18
5696,Air India,Delhi,Cochin,DEL → UDR → BOM → COK,2,No info,13801,5,18,1100,13,20,7,40,18
5697,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,6,1,170,8,30,11,20,20
5698,Air India,Delhi,Cochin,DEL → TRV → COK,1,No info,6587,6,9,1535,5,15,6,50,10
5699,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,2227,6,3,95,20,5,21,40,20
5700,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,14151,6,9,1285,17,0,14,25,10
5702,SpiceJet,Banglore,Delhi,BLR → DEL,0,No check-in baggage included,4319,6,27,175,21,10,0,5,28
5703,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,14462,3,3,1660,4,0,7,40,4
5704,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,8586,5,21,1655,6,30,10,5,22
5705,Air India,Kolkata,Banglore,CCU → GAU → BLR,1,No info,7662,6,9,675,9,50,21,5,20
5706,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,4995,5,3,85,7,5,8,30,20
5707,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7408,6,9,720,9,0,21,0,20
5708,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,No info,5678,3,15,90,19,35,21,5,20
5709,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,No info,5678,6,9,90,19,35,21,5,20
5712,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,2,In-flight meal not included,15318,6,1,505,20,0,4,25,2
5713,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,8452,5,15,1580,20,20,22,40,16
5714,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6314,6,9,625,10,35,21,0,20
5715,Air India,Kolkata,Banglore,CCU → DEL → BLR,1,No info,10203,5,1,625,10,0,20,25,20
5716,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No info,3597,6,15,135,8,20,10,35,20
5717,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,8266,6,12,535,10,20,19,15,20
5718,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,18,885,21,50,12,35,18
5720,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,14871,3,3,755,8,25,21,0,20
5721,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,4,12,180,17,45,20,45,20
5722,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,4,24,155,22,15,0,50,25
5723,IndiGo,Banglore,New Delhi,BLR → DEL,0,No info,7303,3,3,175,20,0,22,55,20
5724,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13587,6,1,570,11,30,21,0,20
5725,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,7740,5,18,455,14,55,22,30,20
5726,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,7295,3,1,145,14,40,17,5,20
5727,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,18916,3,3,440,18,15,1,35,4
5729,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,18,1570,2,15,4,25,18
5730,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,11188,5,18,555,13,15,22,30,20
5731,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,14151,5,18,505,9,35,18,0,20
5732,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,1,660,8,0,19,0,20
5733,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,4,6,180,7,10,10,10,20
5734,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,12242,3,27,1165,9,0,4,25,28
5735,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,9134,3,15,325,7,0,12,25,20
5736,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,5,1,170,22,10,1,0,2
5737,Air India,Banglore,Delhi,BLR → DEL,0,No info,6961,6,1,165,10,0,12,45,20
5742,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No check-in baggage included,1965,5,6,90,5,45,7,15,20
5744,Air India,Mumbai,Hyderabad,BOM → HYD,0,No info,3100,6,18,75,19,30,20,45,20
5747,Air India,Kolkata,Banglore,CCU → DEL → BLR,1,No info,12173,3,24,1435,20,30,20,25,25
5749,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,5298,5,9,320,6,50,12,10,20
5750,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,11087,3,9,1475,8,55,9,30,13
5751,SpiceJet,Delhi,Cochin,DEL → BLR → COK,1,No info,5409,6,9,295,17,55,22,50,20
5752,GoAir,Delhi,Cochin,DEL → AMD → COK,1,No info,5842,5,1,370,7,25,13,35,20
5753,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,2228,3,18,90,15,50,17,20,20
5754,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No check-in baggage included,3543,5,6,140,17,45,20,5,20
5755,IndiGo,Kolkata,Banglore,CCU → PNQ → BLR,1,No info,7228,5,21,315,21,0,2,15,22
5756,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,6287,4,15,425,5,5,12,10,20
5757,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13377,6,27,750,13,0,1,30,28
5758,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,6985,3,3,165,17,15,20,0,20
5759,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,8372,6,3,375,13,0,19,15,20
5760,Air India,Kolkata,Banglore,CCU → BOM → AMD → BLR,2,No info,14687,5,21,1200,9,25,5,25,22
5761,Jet Airways,Delhi,Cochin,DEL → COK,0,No info,9564,3,9,195,11,0,14,15,20
5762,Vistara,Mumbai,Hyderabad,BOM → DEL → HYD,1,No info,12080,3,12,480,8,45,16,45,20
5763,Multiple carriers,Delhi,Cochin,DEL → IXU → BOM → COK,2,No info,18275,6,3,460,17,50,1,30,4
5764,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6093,6,6,810,7,30,21,0,20
5765,Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,2,No info,14861,3,9,1365,5,40,4,25,10
5766,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,5,18,155,11,30,14,5,20
5767,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,9314,5,1,1365,20,25,19,10,2
5768,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,9794,5,9,615,8,45,19,0,20
5770,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,3841,6,3,150,17,10,19,40,20
5771,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,12284,3,18,315,8,0,13,15,20
5772,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,9,395,21,50,4,25,10
5773,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,7064,4,1,965,6,30,22,35,20
5774,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,5198,5,18,180,7,10,10,10,20
5775,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,15,590,6,30,16,20,20
5776,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,2,No info,13381,6,24,1380,20,15,19,15,25
5777,Air India,Delhi,Cochin,DEL → COK,0,No info,6094,6,1,170,5,10,8,0,20
5778,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,5298,6,1,320,6,50,12,10,20
5780,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14388,5,12,890,21,10,12,0,13
5781,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,9443,6,24,1410,19,45,19,15,25
5783,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,7480,6,27,1255,12,30,9,25,28
5784,IndiGo,Delhi,Cochin,DEL → COK,0,No info,5406,3,15,195,5,35,8,50,20
5785,Jet Airways,Delhi,Cochin,DEL → COK,0,No info,9564,6,12,195,11,0,14,15,20
5786,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,In-flight meal not included,10368,6,9,560,9,40,19,0,20
5787,IndiGo,Delhi,Cochin,DEL → MAA → COK,1,No info,5636,5,9,315,7,15,12,30,20
5788,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No check-in baggage included,1965,5,9,90,22,45,0,15,10
5789,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,12739,6,12,450,21,10,4,40,13
5790,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4148,3,12,155,14,20,16,55,20
5791,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,7191,5,9,860,6,40,21,0,20
5792,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,6,1280,7,5,4,25,7
5794,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,3,1485,18,15,19,0,4
5795,Jet Airways,Delhi,Cochin,DEL → COK,0,No info,9564,6,15,195,11,0,14,15,20
5796,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13759,3,24,1335,6,30,4,45,25
5797,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,8610,5,6,1640,17,0,20,20,7
5798,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,15,360,13,0,19,0,20
5799,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,6,3,170,8,30,11,20,20
5802,Jet Airways,Delhi,Cochin,DEL → COK,0,In-flight meal not included,7202,6,1,195,11,0,14,15,20
5804,SpiceJet,Banglore,Delhi,BLR → DEL,0,No info,3625,6,1,160,5,55,8,35,20
5805,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,9663,5,9,1315,14,5,12,0,10
5806,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,9794,5,15,520,10,20,19,0,20
5807,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No info,2437,5,1,90,13,15,14,45,20
5808,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13377,6,15,930,10,0,1,30,16
5809,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,8586,6,6,520,20,0,4,40,7
5810,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,19225,3,6,380,8,55,15,15,20
5811,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,15554,5,18,335,22,50,4,25,18
5812,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,12121,5,1,750,9,35,22,5,20
5816,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,8854,3,6,1590,20,30,23,0,7
5818,Vistara,Banglore,New Delhi,BLR → DEL,0,No info,8028,3,3,165,9,50,12,35,20
5819,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,8586,5,9,800,18,55,8,15,10
5820,Air India,Kolkata,Banglore,CCU → DEL → COK → BLR,2,No info,15164,5,1,1215,17,30,13,45,2
5821,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,12284,3,18,495,7,0,15,15,20
5824,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,9663,5,21,1200,14,5,10,5,22
5825,Air India,Kolkata,Banglore,CCU → DEL → AMD → BLR,2,No info,14424,5,1,1345,7,0,5,25,2
5826,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,15,540,10,0,19,0,20
5828,IndiGo,Delhi,Cochin,DEL → BLR → COK,1,No info,6493,6,6,320,17,5,22,25,20
5829,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14571,6,6,1025,6,30,23,35,20
5830,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,In-flight meal not included,10368,6,15,810,5,30,19,0,20
5831,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14714,6,3,805,15,0,4,25,4
5832,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No check-in baggage included,3543,5,18,135,8,20,10,35,20
5833,Air Asia,Kolkata,Banglore,CCU → DEL → BLR,1,No info,6810,6,6,710,7,35,19,25,20
5835,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13377,6,24,480,17,30,1,30,25
5837,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6093,4,9,810,7,30,21,0,20
5838,Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,3,No info,15419,6,12,835,11,35,1,30,13
5839,Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,2,No info,13484,5,21,1255,16,50,13,45,22
5840,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,8372,5,18,640,21,0,7,40,18
5841,Air India,Banglore,New Delhi,BLR → HYD → VGA → DEL,2,No info,8534,3,15,1625,8,15,11,20,16
5842,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4030,5,15,180,17,45,20,45,20
5843,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,No info,13292,6,24,1130,9,35,4,25,25
5845,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,16754,3,9,675,8,0,19,15,20
5846,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,6565,3,1,160,17,15,19,55,20
5847,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,16079,5,27,1210,22,50,19,0,28
5848,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,In-flight meal not included,11507,5,9,910,21,25,12,35,10
5849,Vistara,Mumbai,Hyderabad,BOM → DEL → HYD,1,No info,12395,3,6,1555,7,30,9,25,7
5851,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,2,In-flight meal not included,10919,6,27,1790,6,45,12,35,28
5852,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13759,3,24,455,21,10,4,45,25
5853,Air India,Delhi,Cochin,DEL → COK,0,No info,6094,4,18,170,5,10,8,0,20
5854,Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,2,No info,11542,5,21,1700,9,25,13,45,22
5857,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,17471,3,6,1450,22,50,23,0,7
5858,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,6,9,425,16,30,23,35,20
5859,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,8372,6,3,760,19,0,7,40,4
5860,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3858,6,15,145,11,35,14,0,20
5861,IndiGo,Banglore,New Delhi,BLR → DEL,0,No info,5694,3,15,165,1,30,4,15,20
5862,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,17234,3,3,1475,18,15,18,50,4
5863,Jet Airways,Delhi,Cochin,DEL → LKO → BOM → COK,2,No info,11546,4,9,1140,9,25,4,25,10
5864,Vistara,Banglore,New Delhi,BLR → DEL,0,No info,8028,3,3,160,7,0,9,40,20
5865,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,8016,6,15,180,19,50,22,50,20
5866,Air India,Kolkata,Banglore,CCU → DEL → BLR,1,No info,10413,5,24,1435,20,30,20,25,25
5867,Air India,Banglore,New Delhi,BLR → CCU → GAU → DEL,2,No info,11948,3,12,665,11,5,22,10,20
5868,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,3205,4,1,90,10,20,11,50,20
5869,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4423,5,18,170,13,0,15,50,20
5871,IndiGo,Delhi,Cochin,DEL → BLR → COK,1,No info,5912,4,15,310,17,5,22,15,20
5872,Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,2,No info,11411,5,12,1625,5,50,8,55,13
5874,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,4,12,175,15,15,18,10,20
5876,Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,2,No info,14237,6,15,600,18,25,4,25,16
5878,Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,2,No info,12324,5,21,765,16,50,5,35,22
5879,Vistara,Banglore,New Delhi,BLR → AMD → DEL,1,No info,18387,3,1,915,6,40,21,55,20
5880,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,3,745,16,0,4,25,4
5881,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,15,600,9,0,19,0,20
5883,Air Asia,Kolkata,Banglore,CCU → BLR,0,No info,3807,6,27,150,22,50,1,20,28
5884,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7695,3,21,620,15,15,1,35,22
5885,Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,2,No info,12723,5,18,1625,5,50,8,55,18
5886,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No check-in baggage included,2175,5,15,90,13,15,14,45,20
5887,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6628,5,27,975,9,15,1,30,28
5888,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,2,No info,13376,6,12,830,14,35,4,25,13
5890,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,In-flight meal not included,9254,3,27,1380,5,25,4,25,28
5892,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4030,5,1,180,17,45,20,45,20
5893,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,5198,5,12,180,17,45,20,45,20
5894,Air Asia,Kolkata,Banglore,CCU → BLR,0,No info,4409,4,15,150,19,55,22,25,20
5895,Air India,Mumbai,Hyderabad,BOM → HYD,0,No info,10082,3,1,90,13,55,15,25,20
5896,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,9663,5,18,1200,14,5,10,5,18
5897,SpiceJet,Banglore,Delhi,BLR → DEL,0,No info,3971,4,3,160,5,55,8,35,20
5898,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,6297,3,15,140,7,55,10,15,20
5899,SpiceJet,Banglore,Delhi,BLR → DEL,0,No check-in baggage included,3573,5,9,160,5,55,8,35,20
5902,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,19225,3,6,435,14,5,21,20,20
5903,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,6297,3,12,145,22,5,0,30,13
5904,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No info,3849,3,6,140,22,20,0,40,7
5905,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,15078,3,6,450,8,0,15,30,20
5906,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,1,No info,4205,5,12,265,19,20,23,45,20
5908,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7408,6,6,840,7,0,21,0,20
5909,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,7229,6,9,175,11,10,14,5,20
5910,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,2,In-flight meal not included,10919,6,15,830,14,35,4,25,16
5911,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4544,5,1,175,15,15,18,10,20
5912,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,6540,3,21,1225,8,0,4,25,22
5915,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13377,6,1,435,18,15,1,30,2
5916,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,6,3,175,18,55,21,50,20
5917,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,14151,5,15,1075,17,0,10,55,16
5918,GoAir,Kolkata,Banglore,CCU → BOM → BLR,1,No info,6095,5,9,495,23,30,7,45,10
5920,Air India,Kolkata,Banglore,CCU → HYD → BLR,1,No info,4437,4,6,965,19,0,11,5,7
5922,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,4,1,170,10,10,13,0,20
5923,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13542,3,21,695,14,0,1,35,22
5925,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,7417,3,9,85,9,10,10,35,20
5926,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,16704,5,9,900,13,25,4,25,10
5927,Air India,Kolkata,Banglore,CCU → BLR,0,No info,4435,3,18,155,20,45,23,20,20
5929,Air Asia,Banglore,Delhi,BLR → DEL,0,No info,3383,6,21,170,23,55,2,45,22
5935,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7695,3,21,915,10,20,1,35,22
5936,Air India,Delhi,Cochin,DEL → MAA → COK,1,No info,7480,5,24,765,20,40,9,25,25
5937,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,9,1505,11,30,12,35,10
5938,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,13817,3,12,750,22,55,11,25,13
5940,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No check-in baggage included,1965,6,6,90,13,15,14,45,20
5941,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,6674,6,6,560,6,50,16,10,20
5942,Air India,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,2,No info,16172,3,12,710,5,5,16,55,20
5944,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,17524,3,15,315,7,0,12,15,20
5945,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7888,5,21,450,18,0,1,30,22
5946,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,2754,6,6,90,19,5,20,35,20
5947,Air India,Banglore,New Delhi,BLR → HBX → BOM → AMD → DEL,3,No info,10573,3,3,715,12,0,23,55,20
5948,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,11789,6,9,440,11,40,19,0,20
5949,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,13067,5,6,1365,20,25,19,10,7
5952,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,7615,3,21,1580,7,5,9,25,22
5954,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,7064,4,1,800,6,30,19,50,20
5955,IndiGo,Kolkata,Banglore,CCU → HYD → BLR,1,No info,3809,4,15,265,19,20,23,45,20
5956,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,3841,6,18,150,17,10,19,40,20
5957,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,6795,5,27,830,11,40,1,30,28
5959,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,12351,3,9,420,18,35,1,35,10
5960,IndiGo,Delhi,Cochin,DEL → COK,0,No info,5021,3,18,195,21,5,0,20,18
5961,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,10467,5,21,1220,13,5,9,25,22
5962,Air India,Banglore,Delhi,BLR → DEL,0,No info,6121,4,15,165,17,0,19,45,20
5963,SpiceJet,Chennai,Kolkata,MAA → CCU,0,No info,6300,3,15,140,17,45,20,5,20
5964,Air Asia,Banglore,New Delhi,BLR → DEL,0,No info,10715,3,1,170,5,50,8,40,20
5966,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,6144,5,3,185,18,55,22,0,20
5968,Air India,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,2,No info,13253,3,6,1840,12,45,19,25,7
5969,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13941,5,12,800,6,30,19,50,20
5970,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4488,4,1,155,20,20,22,55,20
5971,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,3841,6,3,155,6,55,9,30,20
5972,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7575,5,15,470,11,25,19,15,20
